hosp_id,hospital_name,address,city,state,zip_code,county_name,Country,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,provider_id
1077,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,5060,ORANGE,USA,(802) 728-4441,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,471301
1078,PSYCHIATRIC INSTITUTE OF WASHINGTON DC,"4228 WISCONSIN AVENUE, NW",WASHINGTON,DC,20016,THE DISTRICT,USA,(202) 885-5600,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,94004
1079,COTTONWOOD SPRINGS LLC,13351 S ARAPAHO DRIVE,OLATHE,KS,66062,JOHNSON,USA,(913) 353-3000,Psychiatric,Proprietary,FALSE,FALSE,174020
1080,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,BREVARD,NC,28712,TRANSYLVANIA,USA,(828) 883-5302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,341319
1081,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,USA,(401) 793-2500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,410012
1082,HEBREW HOME AND HOSPITAL INC,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,HARTFORD,USA,(860) 523-3800,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,70040
1083,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,USA,(419) 394-3335,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,360032
1084,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,USA,(606) 886-8511,Acute Care Hospitals,Proprietary,TRUE,TRUE,180005
1085,UPMC COLE,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,USA,(814) 274-9301,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,391313
1086,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,ANDROSCOGGIN,USA,(207) 795-0111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,200024
1087,Bassett ACH (FT Wainwright),4076 Neely Road,Fort Wainwright,AK,99703,FAIRBANKS NORTH STAR,USA,(907) 361-4000,Acute Care - Department of Defense,Department of Defense,TRUE,FALSE,02014F
1088,CACHE VALLEY  HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,CACHE,USA,(435) 713-9580,Acute Care Hospitals,Proprietary,TRUE,TRUE,460054
1089,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,USA,(870) 836-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40050
1090,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,2929 WOODLAND PARK DRIVE,HOUSTON,TX,77082,HARRIS,USA,(281) 293-7774,Childrens,Proprietary,FALSE,FALSE,453309
1091,HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRIAL ROAD,HILLSBORO,KS,67063,MARION,USA,(620) 947-3114,Critical Access Hospitals,Proprietary,FALSE,FALSE,171357
1092,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,MAHONING,USA,(330) 729-8000,Acute Care Hospitals,Proprietary,FALSE,TRUE,360352
1093,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 6/34,CAMBRIDGE,NE,69022,FURNAS,USA,(308) 697-3329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,281348
1094,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,FRANKLIN,USA,(717) 267-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390151
1095,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,USA,(337) 436-2511,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,190027
1096,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,WA,98284,SKAGIT,USA,(360) 856-6021,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,501329
1097,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508,ANCHORAGE,USA,(907) 264-3526,Psychiatric,Proprietary,TRUE,FALSE,24001
1098,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,USA,(707) 938-6000,Acute Care Hospitals,Government - State,FALSE,FALSE,50547
1099,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,MILWAUKEE,USA,(414) 649-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520138
1100,MORGAN MEDICAL CENTER,1740 LIONS CLUB ROAD,MADISON,GA,30650,MORGAN,USA,(706) 342-1667,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,111304
1101,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,34655,PASCO,USA,(727) 834-4900,Acute Care Hospitals,Proprietary,TRUE,TRUE,100191
1102,ASCENSION PROVIDENCE HOSPITAL,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,OAKLAND,USA,(248) 849-3011,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,230019
1103,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DU PAGE,USA,(630) 545-8000,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,140292
1104,FIRST HOSPITAL PANAMERICANO,STATE ROAD 787 KM 1  5,CIDRA,PR,739,CIDRA,USA,(787) 739-5555,Psychiatric,Proprietary,FALSE,FALSE,404004
1105,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN",1041 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,USA,(561) 844-9741,Psychiatric,Voluntary non-profit - Private,TRUE,FALSE,104008
1106,"WEST COVINA MEDICAL CENTER, INC",725 S ORANGE AVE,WEST COVINA,CA,91790,LOS ANGELES,USA,(626) 338-8481,Acute Care Hospitals,Proprietary,FALSE,TRUE,50096
1107,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,DURHAM,USA,(919) 684-8111,Acute Care Hospitals,Proprietary,TRUE,TRUE,340030
1108,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,USA,(714) 754-5454,Acute Care Hospitals,Proprietary,TRUE,TRUE,50747
1109,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,USA,(617) 983-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,220119
1110,COSHOCTON REGIONAL MEDICAL CENTER,1460 ORANGE STREET,COSHOCTON,OH,43812,COSHOCTON,USA,(740) 623-4144,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,360109
1111,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,BREMER,USA,(319) 352-4120,Critical Access Hospitals,Government - Local,TRUE,FALSE,161339
1112,MEEKER MEMORIAL HOSPITAL,612 SOUTH SIBLEY AVENUE,LITCHFIELD,MN,55355,MEEKER,USA,(320) 693-4507,Critical Access Hospitals,Government - Local,TRUE,TRUE,241366
1113,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613,WILLIAMSON,USA,(512) 684-4911,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,670087
1114,AVALA,67252 INDUSTRY LANE,COVINGTON,LA,70433,ST. TAMMANY,USA,(985) 801-3010,Acute Care Hospitals,Physician,FALSE,TRUE,190267
1115,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,LYNCHBURG CITY,USA,(434) 200-4789,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,490021
1116,GRAND VIEW HOSPITAL,700 LAWN AVENUE,SELLERSVILLE,PA,18960,BUCKS,USA,(215) 453-4615,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,390057
1117,CUMBERLAND HALL,270 WALTON WAY,HOPKINSVILLE,KY,42240,CHRISTIAN,USA,(270) 886-1919,Psychiatric,Proprietary,FALSE,FALSE,184014
1118,SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,PENNINGTON,USA,(218) 681-4240,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241381
1119,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,USA,(585) 760-6500,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,FALSE,330403
1120,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,USA,(205) 274-3000,Critical Access Hospitals,Voluntary non-profit - Private,FALSE,TRUE,11305
1121,FORT MEMORIAL HOSPITAL,611 SHERMAN AVE E,FORT ATKINSON,WI,53538,JEFFERSON,USA,(920) 568-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520071
1122,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,TOOELE,UT,84074,TOOELE,USA,(435) 843-3700,Acute Care Hospitals,Proprietary,TRUE,TRUE,460014
1123,RIVER HOSPITAL CLINICS,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,USA,(315) 482-2511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,331309
1124,RAMAPO RIDGE PSYCH HOSP,301 SICOMAC AVE,WYCKOFF,NJ,7481,BERGEN,USA,(201) 848-5805,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,314019
1125,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,USA,(787) 848-2100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,400113
1126,MADISON STATE HOSPITAL,711 GREEN RD,MADISON,IN,47250,JEFFERSON,USA,(812) 265-2611,Psychiatric,Government - State,TRUE,FALSE,154019
1127,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,USA,(323) 268-5000,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,50103
1128,OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,PERRYTON,TX,79070,OCHILTREE,USA,(806) 435-3606,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,451359
1129,MCLAREN THUMB REGION,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,HURON,USA,(989) 269-9521,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,230118
1130,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PASCO,USA,(727) 819-2929,Acute Care Hospitals,Proprietary,TRUE,TRUE,100256
1131,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,JACKSON,USA,(816) 234-3000,Childrens,Voluntary non-profit - Private,TRUE,FALSE,263302
1132,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,1106 N IH 35,SAN MARCOS,TX,78666,HAYS,USA,(512) 353-0194,Psychiatric,Proprietary,FALSE,FALSE,454137
1133,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,USA,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330011
1134,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,USA,(713) 790-1234,Acute Care Hospitals,Proprietary,TRUE,TRUE,450674
1135,RIDGEVIEW INSTITUTE,"3995 S COBB DRIVE, SE",SMYRNA,GA,30080,COBB,USA,(770) 434-4567,Psychiatric,Proprietary,FALSE,FALSE,114012
1136,WASHAKIE MEDICAL CENTER,400 SOUTH 15TH STREET,WORLAND,WY,82401,WASHAKIE,USA,(307) 347-3221,Critical Access Hospitals,Government - Local,TRUE,TRUE,531306
1137,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,USA,(708) 383-6200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,140049
1138,LADY OF THE SEA GENERAL HOSPITAL,200 WEST 134TH PLACE,CUT OFF,LA,70345,LAFOURCHE,USA,(985) 632-6401,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,191325
1139,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,DOUGHERTY,USA,(229) 312-4068,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,110007
1140,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,USA,(918) 376-8000,Acute Care Hospitals,Proprietary,TRUE,TRUE,370228
1141,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HIGHWAY,NEW CASTLE,DE,19720,NEW CASTLE,USA,(302) 255-2700,Psychiatric,Government - State,FALSE,FALSE,84001
1142,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,USA,(801) 501-2600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,460044
1143,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,USA,(800) 805-5678,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,420023
1144,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,USA,(503) 561-5200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,380051
1145,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,USA,(504) 988-5263,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,190176
1146,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,USA,(786) 243-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100125
1147,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,USA,(858) 455-9100,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,50424
1148,MARY BRIDGE CHILDREN'S HOSPITAL,317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,WA,98415,PIERCE,USA,(253) 403-1400,Childrens,Voluntary non-profit - Other,TRUE,FALSE,503301
1149,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,USA,(704) 355-2000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,340113
1150,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,USA,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,50784
1151,RIVER'S EDGE HOSPITAL & CLINIC,1900 NORTH SUNRISE DRIVE,ST PETER,MN,56082,NICOLLET,USA,(507) 934-7602,Critical Access Hospitals,Government - Local,TRUE,TRUE,241334
1152,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,USA,(954) 538-4810,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,100285
1153,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVENUE,CANON CITY,CO,81212,FREMONT,USA,(719) 285-2000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,61344
1154,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,USA,(702) 880-2100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,290047
1155,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,MASON,USA,(304) 675-4340,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,510012
1156,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,USA,(928) 729-8000,Acute Care Hospitals,Government - Federal,TRUE,FALSE,30071
1157,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,USA,(620) 365-1021,Critical Access Hospitals,Government - State,TRUE,TRUE,171373
1158,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,USA,(610) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,FALSE,390180
1159,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,ST. MARY,USA,(337) 828-0760,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,191310
1160,COOK CHILDRENS MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,TARRANT,USA,(682) 885-4000,Childrens,Voluntary non-profit - Private,TRUE,FALSE,453300
1161,RIO GRANDE STATE CENTER,1401 RANGERVILLE ROAD,HARLINGEN,TX,78550,CAMERON,USA,(956) 364-8000,Psychiatric,Government - State,TRUE,FALSE,454088
1162,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,USA,(229) 777-3851,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,111328
1163,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,USA,(831) 724-4741,Acute Care Hospitals,Proprietary,TRUE,TRUE,50194
1164,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,80501,BOULDER,USA,(303) 651-5111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,60003
1165,PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,MATAGORDA,USA,(361) 972-2511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,451332
1166,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,WARREN,MI,48091,MACOMB,USA,(586) 427-1000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,230264
1167,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,ISANTI,USA,(763) 689-7700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,240020
1168,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,USA,(330) 841-9820,Acute Care Hospitals,Proprietary,TRUE,TRUE,360055
1169,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,42211,TRIGG,USA,(270) 522-3215,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,181304
1170,CHILDREN'S HOSPITAL OF PHILADELPHIA,34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,USA,(215) 590-3745,Childrens,Voluntary non-profit - Private,TRUE,FALSE,393303
1171,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,GLOUCESTER,USA,(856) 845-0100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,310081
1172,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,USA,(605) 232-3332,Acute Care Hospitals,Proprietary,FALSE,FALSE,430089
1173,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,USA,(312) 926-2000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140281
1174,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,USA,(870) 898-5011,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41320
1175,BATH COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,24445,BATH,USA,(540) 839-7000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,491300
1176,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 ST LUKE'S BLVD,EASTON,PA,18045,NORTHAMPTON,USA,(484) 503-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390326
1177,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350,NESHOBA,USA,(601) 656-2211,Acute Care Hospitals,Government - Federal,TRUE,FALSE,250127
1178,ROSEBUD HEALTH CARE CENTER,383 N 17TH AV,FORSYTH,MT,59327,ROSEBUD,USA,(406) 346-2161,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,271327
1179,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,USA,(716) 373-2600,Acute Care Hospitals,Proprietary,TRUE,TRUE,330103
1180,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,DELAWARE,USA,(918) 786-2243,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,370113
1181,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON STREET,BOSTON,MA,2118,SUFFOLK,USA,(617) 626-8700,Psychiatric,Government - State,FALSE,FALSE,224040
1182,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,RUTLAND,USA,(802) 775-7111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,470005
1183,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,ADAMS,USA,(402) 461-5108,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,280032
1184,REEDSBURG AREA MEDICAL CENTER,2000 N DEWEY AVE,REEDSBURG,WI,53959,SAUK,USA,(608) 524-6487,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521351
1185,RICHLAND HOSPITAL,333 E SECOND ST,RICHLAND CENTER,WI,53581,RICHLAND,USA,(608) 647-6321,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521341
1186,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,1319 PUNAHOU STREET,HONOLULU,HI,96826,HONOLULU,USA,(808) 983-6000,Childrens,Voluntary non-profit - Private,TRUE,FALSE,123300
1187,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,USA,(334) 418-4100,Acute Care Hospitals,Proprietary,TRUE,TRUE,10118
1188,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,KERN,USA,(760) 446-3551,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,51333
1189,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,USA,(270) 726-4011,Acute Care Hospitals,Proprietary,TRUE,TRUE,180066
1190,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,SARASOTA,USA,(941) 485-7711,Acute Care Hospitals,Proprietary,TRUE,TRUE,100070
1191,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,USA,(970) 495-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,60010
1192,GRANT MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,PETERSBURG,WV,26847,GRANT,USA,(304) 257-1026,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,511316
1193,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,USA,(240) 826-6527,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,210057
1194,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,USA,(704) 316-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,340183
1195,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,COLORADO SPRINGS,CO,80918,EL PASO,USA,(719) 272-3623,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,60130
1196,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,BENTON,USA,(479) 338-8000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,40010
1197,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN ST,ALTUS,OK,73521,JACKSON,USA,(580) 379-5000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,370022
1198,HARTGROVE HOSPITAL,5730 W ROOSEVELT ROAD,CHICAGO,IL,60644,COOK,USA,(773) 413-1700,Psychiatric,Proprietary,FALSE,FALSE,144026
1199,RIVERWOOD HEALTHCARE CENTER,200 BUNKER HILL DRIVE,AITKIN,MN,56431,AITKIN,USA,(218) 927-5501,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241305
1200,VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,WASHINGTON,USA,(479) 521-5731,Psychiatric,Proprietary,FALSE,FALSE,44004
1201,ST JOSEPH'S HOSPITAL,1 AMALIA DRIVE,BUCKHANNON,WV,26201,UPSHUR,USA,(304) 472-2000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,511321
1202,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,PINELLAS,USA,(813) 521-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,100238
1203,PRAIRIE ST JOHNS,510 4TH STREET SOUTH,FARGO,ND,58103,CASS,USA,(701) 476-7200,Psychiatric,Proprietary,FALSE,FALSE,354004
1204,SEQUEL POMEGRANATE HEALTH SYSTEMS LLC,765 PIERCE DRIVE,COLUMBUS,OH,43223,FRANKLIN,USA,(614) 223-1650,Psychiatric,Proprietary,FALSE,FALSE,364045
1205,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,FL,34711,LAKE,USA,(352) 394-4071,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,FALSE,100051
1206,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,USA,(606) 218-3500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,180044
1207,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,USA,(817) 444-8700,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,450419
